,Date,Text
469,2016-05-10 10:13:02,"due to emergency repairing works, part of the lanes of prince edward road west tai kok tsui bound near sai yee street are still closed to all traffic. only remaining lanes are available to motorists."
470,2016-05-26 08:09:04,the fast lane of tuen mun road kowloon bound near sea crest villa which was closed due to traffic accident is re-opened to all traffic. traffic queues takes time to disperse.
471,2016-06-08 07:53:49,"due to traffic accident, the only lane of tai po road - piper's hill sha tin bound near piper's hill road is closed to all traffic.  the one-lane-two-way traffic arrangement is implemented on site.  traffic is congested now."
472,2016-06-08 07:53:49,"due to traffic accident, the slow lane of lung cheung road kwun tong bound near lion rock tunnel is closed to all traffic. only remaining lanes are still available to motorists. traffic is congested now."
473,2016-11-26 22:39:42,"traffic at prince edward road east, ma tau chung road, ma tau wai road, argyle street and chatham road north kwun tong bound has resumed normal.   ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
474,2016-11-27 11:09:38,"due to watermain burst, the lane no.3 and 4 of tolo highway kowloon bound near sha tin race course are closed to all traffic. only the lane no.1 and 2 are still available to motorists. traffic is congested now.  ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
475,2016-11-27 12:40:32,"due to traffic accident, the only lane of the slip road of lion rock tunnel road kowloon bound leading to tai wai near hung mui kuk is closed to all traffic. motorists are advised to use alternative routes. traffic is congested now. ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
476,2016-11-27 13:36:46,"the only lane of the slip road of lion rock tunnel road leading to tai wai kowloon bound near hung mui kuk which was closed due to traffic accident is re-opened to all traffic. traffic queues take time to disperse. ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
477,2016-11-27 17:47:33,"to facilitate road work for the tuen mun - chek lap kok link - southern connection viaduct section, traffic lanes on the following road sections will be intermittently closed :   i) from 11.15 p.m. on 27 november to 5.30 a.m. of the following day: a section of two traffic lanes of north lantau highway kowloon bound from a point about 800 metres west of its junction with the slip road leading to siu ho wan depot to a point about 200 metres west of the same junction, and, a section of fast lane of north lantau highway kowloon bound from a point about 200 metres west of the same junction with the slip road leading to siu ho wan depot to a point about 2700 metres east of the same junction will be temporarily closed to all vehicular traffic (kowloon bound); and  ii) from 11.15 p.m. on 27 november to 12.30 a.m. of the following day: a section of two traffic lanes of north lantau highway tung chung bound from a point about 6800 metres east of its junction with the slip road leading from siu ho wan depot to a point about 1000 metres east of the same junction, and, from a point about 1700 metres east of tung chung eastern interchange to a point about 400 metres east of the same interchange will be temporarily closed to all vehicular traffic (tung chung bound).   the transport department (td) anticipates that the traffic on the roads concerned will be affected during the period. in case of traffic congestion, motorists should exercise tolerance and patience, and follow police instructions.   members of the public are advised to pay attention to radio / tv announcements on the latest traffic conditions. information on the temporary traffic and transport arrangements is also available at the td’s website (http://www.td.gov.hk).   ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
478,2016-11-27 17:47:33,"due to watermain burst, the lane no.3 and 4 of tolo highway kowloon bound near sha tin race course are closed to all traffic. only the lane no.1 and 2 are still available to motorists. members of the public are advised to pay attention to radio / tv announcements on traffic conditions.  ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
479,2016-11-28 06:13:35,"the lane no. 3 and 4 of tolo highway kowloon bound near sha tin race course which were closed due to watermain burst are re-opened to all traffic.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
480,2016-11-28 07:35:49,"due to heavy traffic, island eastern corridor central bound is busy. motorists passing through the above section of road are advised to drive with utmost care and patience, and consider using alternative routes.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
481,2016-11-28 09:15:08,"due to traffic accident, the fast lane of kwun tong road wai yip street bound near kai yip estate is closed to all traffic. only remaining lanes are still available to motorists. traffic is congested now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
482,2016-11-28 10:05:49,"traffic at island eastern corridor central bound has resumed normal.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
483,2016-11-28 19:28:43,"transport department has received notification from “new world first ferry services limited. ” that due to accident, the ferry service of central to cheung chau has been suspended until further notice.  ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
484,2016-11-28 19:49:13,"transport department has received notification from “new world first ferry services limited. ” that the ferry service of central to cheung chau has resumed normal.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
485,2016-11-28 21:56:48,"to facilitate road work for the tuen mun - chek lap kok link - southern connection viaduct section, a section of about 2700 metres in length on cheung tung road between pak mong and ngau tau wan will be temporarily closed to all vehicular traffic from 12.30 a.m. to 5.30 a.m. on 29 november 2016.  the transport department (td) anticipates that the traffic on the roads concerned will be affected during the period. in case of traffic congestion, motorists should exercise tolerance and patience, and follow police instructions.   ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
486,2016-11-29 08:22:22,"due to traffic incident happened earlier, tate's cairn highway kowloon bound is busy.  motorists passing through the above section of road are advised to drive with utmost care and patience, and consider using alternative routes. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
487,2016-11-29 10:02:20,"traffic at tate's cairn highway kowloon bound has resumed normal. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
488,2016-11-29 12:55:30,"due to traffic accident, the lane no. 2, 3 and 4 of tolo highway sheung shui bound near classical gardens are closed to all traffic.  only the lane no. 1 is still available to motorists.  traffic is congested now.  ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
489,2016-11-29 13:04:58,"the lane no. 2, 3 and 4 of tolo highway sheung shui bound near classical gardens which were closed due to traffic accident are re-opened to all traffic.  traffic queue takes time to disperse.  ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
490,2016-11-29 18:06:00,"due to traffic accident, the middle lane of fanling highway fanling bound near hong lok yuen is closed to all traffic. only the fast and slow lanes are still available to motorists. traffic is congested now.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
491,2016-11-29 18:35:35,"due to traffic accident, the middle lane of fanling highway fanling bound near hong lok yuen is still closed to all traffic. only the fast and slow lanes are still available to motorists. traffic is congested now.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
492,2016-11-29 18:47:46,"the middle lane of fanling highway fanling bound near hong lok yuen which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
493,2016-11-29 18:51:49,"due to heavy traffic, traffic in the vicinity of sheung shui (such as fanling highway near choi yuen estate, so kwun po road, san wan road, po shek wu road, jockey club road and lung sum avenue) is busy. motorists passing through the above section of road are advised to drive with utmost care and patience, and consider using alternative routes.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
494,2016-11-29 20:10:10,"due to heavy traffic, traffic in the vicinity of sheung shui (such as fanling highway near choi yuen estate, so kwun po road, san wan road, po shek wu road, jockey club road and lung sum avenue) is still busy. motorists passing through the above section of road are advised to drive with utmost care and patience, and consider using alternative routes.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
495,2016-11-29 22:33:41,"traffic in the vicinity of sheung shui (such as fanling highway near choi yuen estate, so kwun po road, san wan road, po shek wu road, jockey club road and lung sum avenue) has resumed normal.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
496,2016-11-30 08:14:16,"due to traffic accident, the fast lane of ching cheung road kwai chung bound near caritas medical centre is closed to all traffic. only the middle and slow lanes are still available to motorists. traffic is congested now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
497,2016-11-30 16:48:07,"transport department has received notification from “fortune ferry company ltd. ” that due to strong wind, the ferry service between tuen mun, tung chung, sha lo wan and tai o will not observe tai o with effect from 05:00 pm until further notice.   ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
498,2016-12-01 08:41:14,"transport department has received notification from “fortune ferry company  ltd. ” that the ferry service between tuen mun, tung chung, sha lo wan and tai o has resumed normal. ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
499,2016-12-01 08:53:45,"due to traffic accident, the slow lane of lung cheung road kwai chung bound near peninsula heights is closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now.  ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
500,2016-12-01 09:11:38,"the slow lane of lung cheung road kwai chung bound near peninsula heights which was closed due to traffic accident is re-opened to all traffic.  traffic queue takes time to disperse.  ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
501,2016-12-01 10:00:38,"due to vehicle breakdown, the lane no. 3 of hong chong road cross harbour tunnel bound near hong kong polytechnic university is closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
502,2016-12-01 10:24:00,"the lane no. 3 of hong chong road cross harbour tunnel bound near hong kong polytechnic university which was closed due to vehicle breakdown is re-opened to all traffic.  traffic queue takes time to disperse.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
503,2016-12-01 18:47:17,"due to traffic accident, the fast lane of tuen mun road tuen mun bound near tsing lung tau is closed to all traffic. only the middle and slow lanes are still available to motorists. traffic is congested now.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
504,2016-12-01 18:58:41,"the fast lane of tuen mun road tuen mun bound near tsing lung tau which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
505,2016-12-03 10:17:38,"due to tree trimming, part of the lanes of ching cheung road kwai chung bound near ching lai court are closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now.  ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
506,2016-12-03 10:20:37,"due to traffic accident, the fast lane of tseung kwan o road kwun tong bound near tsui ping south estate is closed to all traffic.  only the slow lane is still available to motorists.  traffic is congested now. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
507,2016-12-03 10:33:18,"the fast lane of tseung kwan o road kwun tong bound near tsui ping south estate which was closed due to traffic accident is re-opened to all traffic.  traffic queue takes time to disperse. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
508,2016-12-03 11:11:11,"part of the lanes of ching cheung road kwai chung bound near ching lai court which were closed due to tree trimming are re-opened to all traffic.  traffic queue takes time to disperse.  ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
509,2016-12-04 13:06:52,"due to traffic accident, part of the lanes of north lantau highway airport bound near tai ho wan are closed to all traffic. only remaining lane is still available to motorists. traffic is busy now.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
510,2016-12-04 17:42:38,"to facilitate road works for the tuen mun - chek lap kok link – southern connection viaduct section, traffic lanes on the following road sections will be intermittently closed from 11:15 pm on 4 december to 5:30 am on 5 december:   i) the section of the north lantau highway (kowloon and tung chung bounds) between caribbean coast and siu ho wan depot;   ii) the section of cheung tung road (kowloon bound) between fu tung street and sunny bay fresh water service reservoir; and   iii) the section of cheung tung road (tung chung bound) between sunny bay road and sunny bay fresh water service reservoir.      affected bus routes and residents' service routes operating in the affected areas will be temporarily diverted.      the transport department (td) anticipates that the traffic on the roads concerned will be affected during the period. in case of traffic congestion, motorists should exercise tolerance and patience, and follow police instructions.      members of the public are advised to pay attention to radio / tv announcements on the latest traffic conditions. information on the temporary traffic and transport arrangements is also available at the td’s website (http://www.td.gov.hk).  ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
511,2016-12-05 08:29:18,"transport department has received notification from mtr corporation limited that extra travelling time can be expected on the airport express. please allow more time for travel.    in-town check-in service close out time is extended from 90 minutes to 120 minutes until further notice.    passengers please refer to the mtr website for the latest information update.  ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
512,2016-12-05 08:40:41,"transport department has received notification from mtr corporation limited that the faulty train near kowloon station has been removed from the running line. normal train service is gradually resuming on the airport express.   ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
513,2016-12-05 11:12:39,"transport department has received notification from mtr corporation limited that extra travelling time can be expected on the kwun tong line. please allow more time for travel. passengers please refer to the mtr website for the latest information update.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
514,2016-12-05 11:21:51,"transport department has received notification from mtr corporation limited that due to a signalling fault near ho man tin station, the total journey time on the kwun tong line between whampoa station and tiu keng leng station could be extended by 5-10 minutes.  the following mtr service is adjusted: service status of kwun tong line: i) between whampoa station and yau ma tei station: 10 minute intervals; ii) between yau ma tei station and tiu keng leng station: 4 minute intervals.  passengers please allow more time to travel, and refer to the mtr website for the latest information update. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
515,2016-12-05 12:50:01,"transport department has received notification from mtr corporation limited that the signalling fault near ho man tin station has been repaired. normal train service is gradually resuming on the kwun tong line.  ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
516,2016-12-05 14:26:22,"the transport department has received notification from hongkong tramways limited that due to traffic accident, happy valley loop tram service between broadwood road and colonial cemetery is suspended.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
517,2016-12-05 14:49:49,"the transport department has received notification from hongkong tramways limited that tram service which was suspended due to traffic accident, happy valley loop tram service has been resumed.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
518,2016-12-05 18:33:00,"due to road incident, the middle and slow lanes of lantau link kowloon bound near ma wan are closed to all traffic. only the fast lane is still available to motorists. vehicles on lantau link kowloon bound can be diverted to the lower deck of lantau link. traffic is congested now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
519,2016-12-05 19:35:18,"due to traffic accident, all lanes of castle peak road - chau tau both bounds near chau tau tsuen are closed to all traffic. motorists are advised to use alternative routes. traffic is busy now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
520,2016-12-05 20:11:55,"all lanes of castle peak road - chau tau both bounds near chau tau tsuen which were closed due to traffic accident are re-opened to all traffic.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
521,2016-12-05 20:28:35,"due to road incident, the slow lane of lantau link kowloon bound near ma wan is still closed to all traffic. only the fast and middle lanes are still available to motorists. vehicles on lantau link kowloon bound can be diverted to the lower deck of lantau link. traffic is congested now. transport department advises the public to plan journey well in advance, pay attention to radio/tv announcements on the latest traffic and transport information and use non-road based public transport means as far as possible.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
522,2016-12-05 20:39:53,"the slow lane of lantau link kowloon bound near ma wan which was closed due to road incident is re-opened to all traffic.  traffic queue takes time to disperse.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
523,2016-12-06 08:53:09,"due to traffic accident, the fast lane of ching cheung road tsuen wan bound near caritas medical centre is closed to all traffic. only remaining lanes are still available to motorists.  traffic is congested now.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
524,2016-12-06 09:12:31,"the fast lane of ching cheung road tsuen wan bound near caritas medical centre which was closed due to traffic accident is re-opened to all traffic.  traffic queues take time to disperse.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
525,2016-12-06 09:38:38,"due to traffic accident, part of the lanes of hong chong road cross harbour tunnel bound near hong kong polytechnic university are closed to all traffic. only remaining lanes are still available to motorists.  traffic is congested now.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
526,2016-12-06 09:48:07,"part of the lanes of hong chong road cross harbour tunnel bound near hong kong polytechnic university which were closed due to traffic accident are re-opened to all traffic.  traffic queues take time to disperse.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
527,2016-12-06 18:39:02,"due to traffic accident, the middle lane of lung cheung road kwun tong bound near wong tai sin plaza is closed to all traffic. only remaining lanes are still available to motorists. traffic is congested now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
528,2016-12-06 18:58:55,"the middle lane of lung cheung road kwun tong bound near wong tai sin plaza which was closed due to traffic accident is re-opened to all traffic. traffic is congested now and traffic queue takes time to disperse.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
529,2016-12-07 08:06:07,"due to traffic accident, part of the lanes of fanling highway kowloon bound near tai hang are closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now.  ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
530,2016-12-07 08:37:04,"due to vehicle breakdown, the slow lane of tseung kwan o road kwun tong bound near kai tin road is closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
531,2016-12-07 08:41:03,"due to vehicle breakdown, the middle lane of the slip road leading from tsing long highway kowloon bound onto lantau link airport bound near north west tsing yi interchange is closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
532,2016-12-07 08:44:43,"part of the lanes of fanling highway kowloon bound near tai hang which were closed due to traffic accident are re-opened to all traffic.  traffic queue takes time to disperse. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
533,2016-12-07 08:48:38,"the slow lane of tseung kwan o road kwun tong bound near kai tin road which was closed due to vehicle breakdown is re-opened to all traffic.  traffic queue takes time to disperse. ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
534,2016-12-07 09:14:09,"the middle lane of the slip road leading from tsing long highway kowloon bound onto lantau link airport bound near north west tsing yi interchange which was closed due to vehicle breakdown is re-opened to all traffic.  ********************** transport department has launched the“etraffic news” mobile application for disseminating the latest traffic news.  for major incidents, messages will also be sent through“govhk notifications”. please download it from google play or app store."
535,2016-12-07 16:21:19,"due to traffic accident, the fast lane of tai po road - sha tin tai po bound near racecourse is closed to all traffic. only remaining lanes are still available to motorists. traffic is congested now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
536,2016-12-07 17:19:08,"to facilitate road works for the tuen mun - chek lap kok link – southern connection viaduct section, traffic lanes on the following road sections will be intermittently closed from 11:15 pm on 7 december to 5:30 am on 8 december:   i) the section of the north lantau highway (kowloon and tung chung bounds) between caribbean coast and siu ho wan depot;   ii) the section of cheung tung road (kowloon bound) between fu tung street and sunny bay fresh water service reservoir; and   iii) the section of cheung tung road (tung chung bound) between sunny bay road and sunny bay fresh water service reservoir.    affected bus routes and residents' service routes operating in the affected areas will be temporarily diverted.    the transport department (td) anticipates that the traffic on the roads concerned will be affected during the period. in case of traffic congestion, motorists should exercise tolerance and patience, and follow police instructions.    members of the public are advised to pay attention to radio / tv announcements on the latest traffic conditions. information on the temporary traffic and transport arrangements is also available at the td's website (http://www. td. gov. hk)."
537,2016-12-07 17:26:09,"the fast lane of tai po road - sha tin tai po bound near racecourse which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
538,2016-12-07 18:47:06,"due to traffic accident, the fast lane of yuen long highway yuen long town centre bound near tung shing lei is closed to all traffic. only remaining lanes are still available to motorists. traffic is congested now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
539,2016-12-07 19:28:12,"the fast lane of yuen long highway yuen long town centre bound near tung shing lei which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
540,2016-12-07 19:28:12,"due to traffic accident, the fast lane of kwun tong by-pass tseung kwan o bound near kowloon flour mills is closed to all traffic. only remaining lanes are still available to motorists. traffic is congested now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
541,2016-12-07 19:28:12,"due to traffic accident, the middle and slow lanes of kwun tong by-pass mong kok bound near kowloon godown are closed to all traffic.  only remaining lanes is still available to motorists.  traffic is congested now. ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
542,2016-12-07 19:53:51,"due to traffic accident, the slow lane of kwun tong by-pass mong kok bound near kowloon godown is closed to all traffic.  only remaining lanes are still available to motorists.  traffic is congested now.  ******************** transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
543,2016-12-07 20:26:36,"to facilitate road works for the tuen mun - chek lap kok link – southern connection viaduct section, traffic lanes on the following road sections will be intermittently closed from 11:15 pm on 7 december to 5:30 am on 8 december:  i) the section of the north lantau highway (kowloon and tung chung bounds) between caribbean coast and siu ho wan depot;  ii) the section of cheung tung road (kowloon bound) between fu tung street and sunny bay fresh water service reservoir; and  iii) the section of cheung tung road (tung chung bound) between sunny bay road and sunny bay fresh water service reservoir.  affected bus routes and residents' service routes operating in the affected areas will be temporarily diverted.  the transport department (td) anticipates that the traffic on the roads concerned will be affected during the period. in case of traffic congestion, motorists should exercise tolerance and patience, and follow police instructions.  members of the public are advised to pay attention to radio / tv announcements on the latest traffic conditions. information on the temporary traffic and transport arrangements is also available at the td's website (http://www. td. gov. hk)."
544,2016-12-07 20:26:36,"the slow lane of kwun tong by-pass mong kok bound near kowloon godown which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
545,2016-12-07 20:26:36,"the fast lane of kwun tong by-pass tseung kwan o bound near kowloon flour mills which was closed due to traffic accident is re-opened to all traffic. traffic queue takes time to disperse.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
546,2016-12-08 09:18:26,"due to traffic accident, the lane no. 3 of yuen long highway sheung shui bound near pok oi hospital is closed to all traffic. only remaining lanes are still available to motorists.  traffic is congested now.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
547,2016-12-08 09:27:35,"the lane no. 3 of yuen long highway sheung shui bound near pok oi hospital which was closed due to traffic accident is re-opened to all traffic.  traffic queues take time to disperse.  ********************  transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
548,2016-12-08 18:04:38,"due to traffic accident happened earlier, all lanes of tuen mun road yuen long bound near tuen mun town plaza are temporarily closed to all traffic. traffic is congested now.   ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
549,2016-12-08 18:12:09,"due to traffic accident, the middle and slow lanes of tuen mun road yuen long bound near tuen mun town plaza are still closed to all traffic. only the fast lane is still available to motorists. traffic is congested now.  ********************   transport department has launched the ""etraffic news"" mobile application for disseminating the latest traffic news. for major incidents, messages will also be sent through ""govhk notifications"". please download it from google play or app store."
